1,62.24
2,55.8
3,67.65
4,75.51
5,62.21
6,55.95
7,-2.87
8,17.79
9,-1.87
10,13.07
11,0.36
12,7.72
13,4.74
14,23.25
15,5.72
16,12.67
17,7.96
18,23.0
19,15.48
20,18.33
21,23.09
22,10.79
23,-2.55
24,2.48
25,24.02
26,9.11
27,3.09
28,-0.34
29,14.27
30,13.15
31,2.93
32,15.03
33,3.26
34,-2.87
35,4.52
36,6.07
37,15.59
38,18.64
39,10.97
40,8.6
41,-2.27
42,12.84
43,15.56
44,21.25
45,5.09
46,5.31
47,9.62
48,14.88
49,8.9
50,16.98
51,5.3
52,21.84
53,2.29
54,9.1
55,12.53
56,11.87
57,3.11
58,19.29
59,3.93
60,-1.1
61,4.13
62,7.21
63,21.56
64,6.8
65,2.57
66,-0.02
67,-4.38
68,8.24
69,-2.34
70,13.29
71,22.06
72,8.29
73,5.15
74,16.75
75,11.69
76,11.62
77,25.99
78,8.32
79,1.15
80,-2.28
81,6.52
82,13.73
83,4.31
84,14.38
85,6.6
86,20.62
87,15.4
88,18.87
89,12.59
90,2.77
91,16.41
92,6.43
93,7.86
94,13.49
95,22.52
96,9.45
97,1.91
98,2.21
99,8.38
100,17.36
101,10.52
102,-3.77
103,19.03
104,21.05
105,13.5
106,6.44
107,12.54
108,5.22
109,9.65
110,13.14
111,-2.47
112,27.64
113,17.36
114,-0.35
115,10.83
116,6.53
117,4.56
118,-1.21
119,4.21
120,2.28
121,11.79
122,11.97
123,23.89
124,9.24
125,9.9
126,-4.45
127,13.29
128,10.34
129,10.78
130,5.8
131,6.33
132,-1.4
133,24.85
134,5.18
135,24.98
136,16.23
137,11.43
138,-1.3
139,0.44
140,24.68
141,-0.85
142,4.57
143,9.22
144,13.63
145,15.63
146,10.02
147,11.6
148,17.44
149,10.92
150,15.6
151,18.84
152,17.3
153,21.03
154,28.29
155,7.77
156,-0.45
157,9.13
158,7.65
159,-1.16
160,6.74
161,13.01
162,14.82
163,20.98
164,16.32
165,1.14
166,10.23
167,1.44
168,21.81
169,4.65
170,13.97
171,5.54
172,21.26
173,12.98
174,-1.85
175,-0.5
176,5.65
177,-1.03
178,3.99
179,2.49
180,18.8
181,15.56
182,8.28
183,4.99
184,12.77
185,12.66
186,20.5
187,14.57
188,16.94
189,3.65
190,12.51
191,19.02
192,7.59
193,18.05
194,1.27
195,20.5
196,4.22
197,10.72
198,14.77
199,15.45
200,-6.01
201,14.28
202,2.64
203,12.75
204,-3.72
205,-1.67
206,1.1
207,10.06
208,3.63
209,5.7
210,25.39
211,19.68
212,-1.01
213,12.13
214,9.79
215,15.69
216,13.31
217,8.83
218,16.72
219,24.33
220,20.51
221,-3.46
222,15.26
223,19.82
224,-2.44
225,11.75
226,13.39
227,11.39
228,6.78
229,3.49
230,-2.68
231,5.69
232,15.76
233,7.98
234,5.23
235,-5.46
236,27.8
237,7.86
238,5.79
239,18.71
240,7.78
241,-3.37
242,7.8
243,18.08
244,9.35
245,-1.03
246,10.49
247,8.56
248,9.62
249,14.17
250,11.67
251,8.4
252,-2.8
253,15.06
254,-5.87
255,8.0
256,21.39
257,7.57
258,-6.44
259,-1.55
260,5.41
261,11.92
262,13.85
263,9.6
264,3.59
265,11.33
266,14.15
267,2.7
268,14.93
269,3.55
270,3.4
271,2.59
272,18.25
273,-2.92
274,-5.13
275,-0.91
276,4.06
277,21.94
278,11.74
279,23.61
280,-2.63
281,-6.09
282,-1.51
283,4.21
284,6.21
285,7.11
286,9.25
287,14.38
288,17.43
289,5.81
290,-2.34
291,17.19
292,-6.98
293,13.15
294,14.0
295,10.34
296,19.93
297,6.38
298,1.02
299,14.66
300,-0.04
301,11.97
302,21.43
303,6.87
304,-0.42
305,6.15
306,6.76
307,8.6
308,3.55
309,8.32
310,-0.8
311,-3.61
312,12.02
313,-3.23
314,14.16
315,6.28
316,5.17
317,10.68
318,19.59
319,7.74
320,7.12
321,15.88
322,8.4
323,25.76
324,1.85
325,12.16
326,21.22
327,10.45
328,11.64
329,8.76
330,19.18
331,17.03
332,3.75
333,8.57
334,-0.72
335,9.75
336,8.76
337,8.76
338,5.19
339,2.5
340,-4.25
341,8.12
342,3.04
343,8.79
344,5.0
345,5.81
346,20.79
347,10.92
348,4.12
349,14.53
350,3.83
351,22.85
352,18.99
353,8.88
354,0.93
355,0.9
356,2.78
357,11.49
358,-5.4
359,13.6
360,17.17
361,18.03
362,18.62
363,1.38
364,4.87
365,-1.48
