1,76.11
2,64.57
3,58.29
4,52.58
5,59.17
6,61.3
7,21.83
8,2.71
9,4.01
10,10.51
11,22.84
12,-5.04
13,10.87
14,13.34
15,3.32
16,1.92
17,2.76
18,-4.13
19,19.8
20,12.54
21,22.98
22,14.82
23,6.75
24,16.21
25,8.23
26,10.98
27,-4.56
28,14.88
29,-0.94
30,2.15
31,3.67
32,5.55
33,9.98
34,8.67
35,15.28
36,-0.61
37,16.86
38,5.73
39,9.99
40,13.84
41,-2.79
42,4.05
43,-1.53
44,16.29
45,14.67
46,16.52
47,10.61
48,6.42
49,10.27
50,25.27
51,9.88
52,-1.01
53,8.6
54,-2.67
55,-1.64
56,9.48
57,-6.24
58,26.45
59,23.21
60,-2.8
61,21.33
62,3.88
63,0.34
64,12.8
65,11.17
66,6.82
67,9.1
68,14.16
69,2.55
70,0.71
71,2.58
72,17.04
73,6.34
74,14.53
75,7.52
76,4.46
77,12.35
78,16.07
79,-5.3
80,7.84
81,14.99
82,16.73
83,15.94
84,17.66
85,15.03
86,19.86
87,1.23
88,6.64
89,-3.21
90,-2.31
91,-0.06
92,13.26
93,1.07
94,10.07
95,16.61
96,19.49
97,10.63
98,17.57
99,5.23
100,9.63
101,18.75
102,9.36
103,-0.02
104,2.46
105,-1.15
106,-1.31
107,7.87
108,18.14
109,5.17
110,13.79
111,6.62
112,0.66
113,6.83
114,15.93
115,25.73
116,8.92
117,25.09
118,-5.66
119,15.84
120,7.66
121,14.46
122,20.86
123,20.0
124,5.09
125,7.24
126,2.81
127,8.0
128,3.7
129,2.03
130,-4.28
131,-4.94
132,8.73
133,21.41
134,9.09
135,10.14
136,8.42
137,11.51
138,9.59
139,11.19
140,11.26
141,17.19
142,3.3
143,15.26
144,24.4
145,15.98
146,-5.88
147,17.01
148,11.81
149,-0.47
150,12.87
151,6.98
152,23.19
153,15.0
154,-8.49
155,24.04
156,14.07
157,13.15
158,4.03
159,16.31
160,-2.82
161,10.8
162,0.22
163,25.44
164,12.62
165,-6.16
166,6.44
167,11.52
168,11.9
169,11.57
170,1.36
171,5.54
172,16.09
173,17.9
174,5.01
175,4.51
176,-6.2
177,3.4
178,14.32
179,2.18
180,8.94
181,10.25
182,-6.16
183,-3.97
184,20.49
185,1.74
186,-1.28
187,14.74
188,-4.45
189,26.87
190,10.45
191,23.64
192,12.29
193,9.18
194,3.61
195,3.44
196,1.71
197,8.05
198,2.32
199,8.63
200,9.83
201,3.45
202,21.75
203,-3.93
204,-1.4
205,14.74
206,6.66
207,5.65
208,20.71
209,18.14
210,7.54
211,8.21
212,4.44
213,1.33
214,3.16
215,1.29
216,16.07
217,4.54
218,4.33
219,5.22
220,22.97
221,-7.73
222,7.06
223,7.4
224,13.79
225,11.63
226,21.77
227,5.62
228,10.79
229,12.22
230,6.2
231,7.25
232,26.47
233,14.08
234,-9.91
235,4.87
236,15.35
237,23.89
238,6.26
239,5.15
240,18.67
241,3.5
242,2.38
243,1.07
244,21.03
245,7.64
246,-7.77
247,9.72
248,-1.14
249,-3.16
250,6.52
251,-2.71
252,12.14
253,15.62
254,11.21
255,9.59
256,16.86
257,2.6
258,12.09
259,-3.94
260,3.23
261,9.09
262,10.61
263,5.21
264,10.78
265,4.51
266,4.17
267,16.68
268,7.98
269,4.3
270,19.28
271,12.19
272,6.85
273,8.74
274,27.77
275,24.88
276,22.8
277,2.83
278,11.69
279,26.14
280,-3.26
281,15.83
282,22.97
283,12.25
284,-6.47
285,-0.33
286,-4.32
287,8.81
288,16.81
289,10.73
290,2.62
291,0.64
292,-1.17
293,13.41
294,11.72
295,19.27
296,2.05
297,21.48
298,12.0
299,23.97
300,8.86
301,11.49
302,22.02
303,12.56
304,15.42
305,9.68
306,13.93
307,8.62
308,-1.92
309,0.4
310,24.35
311,17.15
312,2.3
313,3.59
314,10.03
315,2.76
316,14.48
317,2.89
318,25.88
319,11.24
320,12.17
321,17.29
322,2.17
323,17.23
324,3.17
325,6.21
326,17.08
327,13.29
328,24.35
329,22.36
330,15.9
331,18.73
332,5.19
333,7.8
334,7.69
335,3.9
336,3.08
337,9.92
338,10.43
339,16.85
340,3.41
341,8.56
342,9.58
343,2.3
344,10.43
345,14.15
346,12.4
347,4.74
348,5.91
349,3.0
350,-4.55
351,2.65
352,4.77
353,10.08
354,23.47
355,23.29
356,5.37
357,10.15
358,12.51
359,11.5
360,-5.93
361,10.89
362,11.53
363,12.74
364,-7.65
365,-3.03
